u,M11_1,M13_1,M33_1,M12_0,M23_0,M22_0,M1,M2,C1,C2,Disc,cV,cminus,cplus
0.6879819954988747,891763.9246291206,53502471.66010779,788502795.056498,593837.2035091604,-15673587.442716971,-841160.0846137044,-1805220.4315936852,12553.152746890626,1881770.3467187034,142115671356.4474,2972596952364.0396,1.0,78824.13254436979,1802946.2141743335
0.6880082520630157,864626.2158989842,60872501.57592314,1040475722.6318603,796517.9822358891,-12408423.931063507,-845903.023272896,-1813537.1431310344,12597.996042905173,1890494.8681274592,143482165050.16498,3000042186215.5996,1.0,79215.9412449639,1811278.9268824952
0.6880345086271568,932504.4518510142,63048747.99520883,1089995179.9721289,812697.4656000467,-12304165.098916925,-851274.4391163482,-1823211.5971752699,12652.287795344102,1900633.4348014323,145069290454.57642,3032130291666.7847,1.0000000000000004,79666.05673554668,1820967.3780658855
0.6880607651912978,966057.4161760658,57686541.705001585,895364758.1416435,659015.0179754428,-15049662.256808408,-856113.1185211499,-1831789.0641183087,12698.248458532347,1909626.1839973046,146485424944.56564,3060730462829.8447,1.0000000000000007,80065.91954968625,1829560.2644476183
0.6880870217554388,999550.1533343999,53811417.77563041,751144144.7060761,556642.2575847062,-16918116.717797425,-860489.3244075578,-1839317.221834942,12737.053535231084,1917527.1800682354,147742974393.40875,3085938588726.8037,1.0000000000000002,80421.60243378615,1837105.5776344491
0.6881132783195799,1036983.7815694077,50840099.39804855,636543776.1553068,454189.463360397,-18775518.035591055,-864383.9951713876,-1845878.2269851835,12768.456368842404,1924416.9253010382,148844640268.6618,3108001941310.454,1.0000000000000007,80732.15251642733,1843684.7727846107
0.6881395348837209,1006701.8110799327,44015726.33564841,411220485.9423442,297931.2889196264,-21531732.201530106,-867825.2706773,-1851558.296786399,12793.343674484075,1930383.8399391866,149800960264.77463,3127177928439.2603,1.0000000000000004,81000.49153917981,1849383.3484000068
0.6881657914478619,934508.3113752159,37104145.999592155,195278737.82301235,139345.54294550512,-24310129.949360263,-870601.091460553,-1855780.1727270351,12808.073872360415,1934832.0460768715,150525787166.6668,3141471897859.3457,1.0,81206.1300306695,1853625.916046202
0.688192048012003,944687.3600612696,40076242.08029898,290236228.7559409,221754.03471239936,-23007614.3577213,-873219.6982547389,-1859682.4391716279,12820.331391262513,1938946.1886104967,151198786317.19913,3154717177058.3755,1.0000000000000004,81396.9183695385,1857549.2702409583
0.688218304576144,963138.2062749583,44653044.18938075,436825182.70019007,319786.80665523093,-21455658.698312618,-876391.0177395005,-1864679.1295657447,12840.522544357427,1944204.727350339,152056965001.71783,3171704161844.535,1.0000000000000002,81638.4169254239,1862566.310424915
