u,C1,C2,disc,cV,cminus,cplus,M1,M2,M22_0
0.699351087771943,2521.5581737569382,-642334.5852137863,8927593.964495571,0.10902282052708588,-233.1748920391858,2754.733065796124,12.098131680600565,-3.365072577780654,-1229.168754897846
0.699324831207802,2476.733188188311,-627429.8508799392,8643926.688993193,0.1092486736407739,-231.6611853196548,2708.3943735079656,11.859703978767746,-3.3619313172282452,-1221.901941124835
0.6992985746436609,2430.9645591775957,-611916.8570821786,8357256.116306236,0.10947460250149339,-229.9636824162019,2660.928241593798,11.625902514378074,-3.355969845931388,-1213.5910840904812
0.6992723180795198,2384.1930867355068,-595622.638958219,8066867.230670259,0.10970049876631312,-228.0150042465757,2612.2080909820825,11.339012548408304,-3.3472504857963328,-1204.1571295734543
0.6992460615153788,2335.8097924223043,-578453.0836762007,7769819.721080732,0.10992623630284604,-225.81492149618862,2561.624713918493,11.05817945513531,-3.3346249673097725,-1193.2981308754001
0.6992198049512378,2288.941482325504,-561943.7592654157,7487028.146572137,0.11015171106620283,-223.65097734150254,2512.5924596670066,10.786108934269981,-3.322122635634857,-1182.5937052809884
0.6991935483870968,2247.227935151997,-547800.5043433122,7241235.409900757,0.11037704705210662,-221.8632163536247,2469.0911515056214,10.514321999964741,-3.3148053150765078,-1173.9701109846867
0.6991672918229557,2210.4570726755906,-536031.8879263484,7030248.021846935,0.11060244122151813,-220.5022076150383,2430.959280290629,10.29415683208155,-3.3125209050814126,-1167.4463474565378
0.6991410352588147,2178.166159012587,-526365.6592819294,6849870.453395363,0.11082808608018939,-219.52977896210814,2397.695937974695,10.11409242153647,-3.3150217260192707,-1162.869116634207
0.6991147786946736,2150.668675879661,-518940.83147498243,6701139.079309904,0.11105417728121171,-218.99358412145148,2369.6622600011124,9.975115232285958,-3.3230479873284855,-1160.4969317789453
0.6990885221305326,2126.127102997502,-512719.69939094636,6571295.255664336,0.11128090971577838,-218.66333591372904,2344.790438911231,9.810872816161723,-3.334568011936676,-1159.3899393260294
