A0,A1,A2,A3,vend,vend_err,minK,uK,minA7,maxA6,minOdd,minCrT,max_df4,f4min,f4max,f2Y_needed_maxabs
4.75,0,0,0,5.304150506333922,-15.374828693685007,0.6530851431149642,0.7099849962490622,-10.444890912631681,1.2046653182822558,0.28670903811078746,-30.10497801254136,4.75,-3.3438549658915457,3.652967262135169,57.80136714069692
5.0,0,0,0,5.450821942724302,-15.228157257294628,1.5153150181206883,0.7099849962490622,-11.181986741845154,1.290435413319998,0.2682896218357021,-13.422756371932667,5.0,-3.3438549658915457,3.9029445317986413,61.1336425630567
5.25,0,0,0,5.597493379114375,-15.081485820904554,2.3775448931246146,0.7099849962490622,-11.919108976747035,1.3762055083577407,0.24996525418749532,-41.53277731250707,5.25,-3.3438549658915457,4.1529221888016545,64.46592252313796
5.5,0,0,0,5.744164815504197,-14.934814384514732,3.239774768127063,0.7099849962490622,-12.656252045109333,1.4619756033954834,0.2317342053050856,-13.905044012554795,5.5,-3.3438549658915457,4.402902836229664,67.79820248321863
5.75,0,0,0,5.890836251895154,-14.788142948123776,4.102004643136183,0.7099849962490622,-13.39341117567263,1.5477456984332256,0.21359461018196235,-21.414609438471537,5.75,-3.3438549658915457,4.652885182420862,71.13048347169513
6.0,0,0,0,6.037507688287153,-14.641471511731776,4.964234518151436,0.7099849962490622,-14.130587015610326,1.6335157934709683,0.19554540727549496,-20.467178534414543,6.0,-3.3438549658915457,4.9028675286120595,74.46280438298682
6.25,0,0,0,6.184179124676325,-14.494800075342605,5.826464393150054,0.7099849962490622,-14.867780931233604,1.7192860566866386,0.17758468413867767,-11.192853446781399,6.25,-3.3438549658915457,5.152852976440787,77.79512529427211
6.5,0,0,0,6.330850561066027,-14.348128638952902,6.688694268151799,0.7099849962490622,-15.604980265698336,1.8050565382514232,0.15971093580014106,-13.846680648296141,6.5,-3.3438549658915457,5.402839460187495,81.12744620555858
6.75,0,0,0,6.477521997458467,-14.201457202560462,6.958646664617252,0.620423855963991,-16.34220102220973,1.890827019816208,0.1419231941048782,-173.68736761279177,6.75,-3.3438549658915457,5.6528259439342055,84.4597671168513
7.0,0,0,0,6.624193433847006,-14.054785766171923,6.962010269748832,0.62039759939985,-17.079422263053093,1.9765975013809927,0.1242200839481512,-41.422718499436776,7.0,-3.3438549658915457,5.902812427680914,87.79208802813514
7.25,0,0,0,6.7708648702368475,-13.908114329782082,6.965290744824408,0.6203713428357089,-17.816661795899037,2.0623679829457773,0.1066000874763039,-27.799811150213056,7.25,-3.3438549658915457,6.152802438683086,91.12442286502257
7.5,0,0,0,6.91753630662877,-13.76144289339016,6.968491408215552,0.6203450862715679,-18.55390335480526,2.148138464510562,0.08906166152242156,-23.17531962294265,7.5,-3.3438549658915457,6.402792508338934,94.45677675967582
7.75,0,0,0,7.06420774301763,-13.6147714570013,6.9716153383260835,0.6203188297074268,-19.291153678610648,2.2339089460753465,0.07160394487998467,-66.46387243286016,7.75,-3.3438549658915457,6.652782577994783,97.78913065432214
8.0,0,0,0,7.210879179408454,-13.468100020610475,6.974667133658942,0.6202925731432858,-20.028413967101514,2.3196794276401316,0.0542256904406303,-17.349722306815305,8.0,-3.3438549658915457,6.9027726476506315,101.12148454897289
8.25,0,0,0,7.357550615799083,-13.321428584219847,6.977652191365314,0.6202663165791448,-20.76567425559238,2.4054499092049157,0.03692571665721067,-360.2841081753767,8.25,-3.3438549658915457,7.15276271730648,104.4538384436232
8.5,0,0,0,7.504222052190617,-13.174757147828313,6.98057489503598,0.6202400600150038,-21.502944688256633,2.491220390769701,0.019702879242458393,-18.873198633650226,8.5,-3.3438549658915457,7.402755401847715,107.78619233827558
8.75,0,0,0,7.650893488578985,-13.028085711439944,6.983438484642532,0.6202138034508627,-22.240222117696387,2.576990872334486,0.0025560656465344334,-108.41320003271008,8.75,-3.3438549658915457,7.652748505754461,111.11854623292074
9.0,0,0,0,7.797564924971149,-12.881414275047781,6.986246442732661,0.6201875468867216,-22.977499547136137,2.66276135389927,-0.01451585286691437,-20.66127802102808,9.0,-3.3438549658915457,7.902741609661209,114.45090012757453
9.25,0,0,0,7.944236361360577,-12.734742838658352,6.989002089730928,0.6201612903225806,-23.714779084954188,2.748531835464055,-0.03151399084646034,-15.291259168044718,9.25,-3.3438549658915457,8.152734713567957,117.78325402222212
9.5,0,0,0,8.09090779775223,-12.5880714022667,6.991693427324062,0.6201612903225806,-24.452072066554432,2.8343023170288397,-0.048439423985273455,-16.911586401738262,9.5,-3.3438549658915457,8.402727817474705,121.11562087211733
