u,best_A_grid,best_min_eig_grid,eig_L6_at_best,eig_L42_at_best,eig_L1000_at_best
0.6109714928732183,60.0,-0.9906945036952891,-0.9906945036952891,0.00337842012474637,1.1056337302330283e-05
0.6109977494373593,60.0,-0.9920172845006551,-0.9920172845006551,0.0033744500699148753,1.1067865055135074e-05
0.6110240060015003,60.0,-0.9937567362027979,-0.9937567362027979,0.0033689768255825876,1.107928513159235e-05
0.6110502625656414,60.0,-0.9957228231401805,-0.9957228231401805,0.0033626718538515626,1.1090646056454928e-05
0.6110765191297824,60.0,-0.9974647539144371,-0.9974647539144371,0.003357132853280741,1.1102059055700693e-05
0.6111027756939235,60.0,-0.9988419784567711,-0.9988419784567711,0.0033528590719420263,1.1113555998788104e-05
0.6111290322580645,60.0,-0.9999778616794213,-0.9999778616794213,0.00334941533394448,1.112510469386027e-05
0.6111552888222055,60.0,-1.0008318513877699,-1.0008318513877699,0.003346947109247364,1.1136713460560172e-05
0.6111815453863466,60.0,-1.0014028781916169,-1.0014028781916169,0.0033454597132630613,1.1148380021151761e-05
0.6112078019504876,60.0,-1.001722571965583,-1.001722571965583,0.0033448425648341194,1.1160094637343013e-05
0.6112340585146286,60.0,-1.001706553325226,-1.001706553325226,0.0033453974295059663,1.1171875700687006e-05
0.6112603150787697,60.0,-1.0014579556755,-1.0014579556755,0.0033467588874377665,1.118369455447529e-05
0.6112865716429107,60.0,-1.0013654440390545,-1.0013654440390545,0.003347545684362934,1.119545614307287e-05
0.6113128282070518,60.0,-1.0016310045737113,-1.0016310045737113,0.0033470373648046663,1.120711246885816e-05
0.6113390847711928,60.0,-1.0019879499170148,-1.0019879499170148,0.0033461827221805147,1.121873054192567e-05
0.6113653413353338,60.0,-1.0022526544579633,-1.0022526544579633,0.003345635909369595,1.1230355036418236e-05
0.6113915978994748,60.0,-1.0025139321559464,-1.0025139321559464,0.0033450808663946477,1.1241963362221657e-05
