u,x,f3_delta,f3X_delta,f3XX_delta,f4_delta,f4X_delta,f4XX_delta,f4XXX_delta,tf4_delta,f2XX_delta,f2XF_delta,f2FF_delta,f2XY_delta,f2FY_delta,f2YY_delta,G3XX_tubular_q
0.7148821428571428,1.3988319753006242,-29.387843685907598,-4.14515945898361e-14,0.0,-41.99410171731133,10.711010428178659,7.553623473969421e-15,0.0,21.422020856357197,-0.44140625,2.838795040914046e-14,0.0,-3.593605017155729e-14,0.0,0.0,-0.08203125
0.7148785714285714,1.398838963660162,203.70445377181449,7.084753814360735e-14,0.0,290.97644956270295,-74.24364885087248,-1.2911823963007263e-14,0.0,-148.48729770174467,-0.19140625,-4.701080923367112e-14,0.0,5.95079544076538e-14,0.0,0.0,-0.26953125
0.7148749999999999,1.3988459520895262,-483.9042570578528,-3.7261762469814544e-13,0.0,-690.7538411396522,176.36684816605495,6.79009553982702e-14,0.0,352.73369633210905,-0.38671875,2.5839018810220276e-13,0.0,-3.270943587980313e-13,0.0,0.0,-0.125
0.7148714285714285,1.3988529405887171,42.92262832685981,6.678731446120834e-13,0.0,59.483690433252264,-15.652700712116719,-1.2172726954658797e-13,0.0,-31.30540142423156,-0.33203125,-5.031132761997034e-13,0.0,6.368477362820639e-13,0.0,0.0,-0.1640625
0.7148678571428572,1.3988599291577364,4276.356485217544,245.20722149652104,1.1170393677445968e-32,6117.993891742155,-1963.7843106617715,-44.683516825118666,-1.61296632842431e-33,-3117.027531607876,0.0546875,-168.20123433145937,9.18610013896381e-25,212.9244242270823,-2.3256361825885974e-24,1.471947715809514e-24,-0.44921875
0.7148642857142857,1.398866917796585,-1364.1958509016715,-684.7137907264571,-7.703719777548943e-34,-4092.6884624525874,1628.8776114003217,124.77105991444498,-3.851859888774472e-34,994.3192771462805,-0.11328125,469.6932280735564,2.799845495326496e-23,-594.5852392443793,-7.088633361684031e-23,4.4867406987058146e-23,-0.33203125
0.7148607142857143,1.398873906505263,-1790.4695007390458,-898.5702591616122,5.238529448733282e-32,-2932.119096912841,2137.7310682470543,163.73726214904968,-4.468157470978387e-32,1304.9691570083967,-0.1953125,616.4055909237162,-1.080135301144449e-22,-780.314913496212,2.734692185772223e-22,-1.7309269826271793e-22,-0.26171875
0.7148571428571429,1.398880895283773,2651.291661578079,1330.436305188888,-1.1463135028992828e-30,6374.471601925565,-3165.3035078760995,-242.42659362341107,-5.76238239360661e-31,-1932.275710466444,-0.1875,-912.6787286970149,3.8522484751094857e-22,1155.3797867922588,-9.753421763389348e-22,6.173617608766298e-22,-0.2734375
0.7148535714285714,1.398887884132115,-838.1507067460656,-420.5410399486738,-4.930380657631324e-30,-4127.781527652355,1000.5711215611931,76.6276024435071,1.75028513345912e-30,610.8067704686688,-0.19140625,288.49716133867565,8.906992789099388e-21,-365.21774106146916,-2.2551223765344923e-20,1.4274113198240738e-20,-0.26953125
0.71485,1.3988948730502904,-2325.4488670009628,-1166.6793773411227,7.494178599599612e-30,-3135.7978517777665,2775.9962142825357,212.57835869830842,-1.0452406994178406e-29,1694.721786953277,-0.4609375,800.3759048225554,-6.428877962941376e-20,-1013.2294395736969,1.6277198330904868e-19,-1.0303010378724609e-19,-0.0703125
0.7148464285714285,1.3989018620383,2600.756280682984,1304.6474707733414,1.5777218104420236e-29,6613.849129107084,-3104.401224679236,-237.71214590660225,-3.549874073494553e-29,-1895.209653377209,0.1171875,-895.0452534195691,2.997229670118942e-21,1133.0843566861279,-7.590770622329082e-21,4.806087678182223e-21,-0.5
0.7148428571428571,1.3989088510961452,-224.44280574810168,-112.56616794853386,-2.6505726415425997e-28,-4112.973704433689,267.83449843666233,20.509578931389857,-3.6287601640166543e-29,163.4734027357398,-0.19140625,77.2269765594053,1.5413324492935606e-18,-97.76642522414289,-3.902534584938696e-18,2.470228955735254e-18,-0.26953125
0.7148392857142857,1.3989158402238266,-2852.569314575583,-1430.674544532047,3.07971297398283e-27,-3445.3864183299975,3404.6680527492435,260.6636037947758,-2.7136815139602806e-28,2078.6780652928815,-0.55078125,981.5474917438556,-6.571650614727134e-18,-1242.6118931536607,1.6639091298442184e-17,-1.0532337135213466e-17,-0.00390625
