u,component,eq83_from_laurent,action_minus,action_plus,scaled_err_minus,scaled_err_plus
0.6217629407351838,M11_0,-0.35524040576041394,-0.35524040576805577,-0.35524040576805577,7.641831611948646e-12,7.641831611948646e-12
0.6217891972993248,M11_0,-0.35521231907542516,-0.3552123190848654,-0.3552123190848654,9.440226378387706e-12,9.440226378387706e-12
0.6218154538634658,M11_0,-0.3551841317929726,-0.3551841317815916,-0.3551841317815916,1.1381007247734942e-11,1.1381007247734942e-11
0.6218417104276068,M11_0,-0.35515584216168766,-0.35515584216397444,-0.35515584216397444,2.286781874971666e-12,2.286781874971666e-12
0.621867966991748,M11_0,-0.355127453832362,-0.3551274538341895,-0.3551274538341895,1.827482609684239e-12,1.827482609684239e-12
0.621894223555889,M11_0,-0.35509897235109067,-0.3550989723415923,-0.3550989723415923,9.498346553726833e-12,9.498346553726833e-12
0.62192048012003,M11_0,-0.3550703990419707,-0.3550703990442871,-0.3550703990442871,2.316424829729158e-12,2.316424829729158e-12
0.621946736684171,M11_0,-0.3550417337012891,-0.3550417337007738,-0.3550417337007738,5.153100168797664e-13,5.153100168797664e-13
0.621972993248312,M11_0,-0.35501297675941357,-0.3550129767603256,-0.3550129767603256,9.12048214729566e-13,9.12048214729566e-13
0.6219992498124531,M11_0,-0.35498412847417876,-0.3549841284696051,-0.3549841284696051,4.573674772245795e-12,4.573674772245795e-12
0.6220255063765942,M11_0,-0.35495518914260865,-0.35495518916089974,-0.35495518916089974,1.8291090864153148e-11,1.8291090864153148e-11
0.6220517629407352,M11_0,-0.35492615861415633,-0.35492615861413007,-0.35492615861413007,2.6256774532384952e-14,2.6256774532384952e-14
0.6220780195048762,M11_0,-0.35489704025458924,-0.3548970402363073,-0.3548970402363073,1.828193152419999e-11,1.828193152419999e-11
0.6221042760690172,M11_0,-0.3548678382436336,-0.35486783824820267,-0.35486783824820267,4.5690673466936005e-12,4.5690673466936005e-12
0.6221305326331583,M11_0,-0.3548385536521228,-0.3548385536512115,-0.3548385536512115,9.113265697635597e-13,9.113265697635597e-13
0.6221567891972993,M11_0,-0.35480918467503525,-0.35480918467555406,-0.35480918467555406,5.188072194073357e-13,5.188072194073357e-13
0.6221830457614403,M11_0,-0.3547797303034525,-0.35477973030115706,-0.35477973030115706,2.2954416145637424e-12,2.2954416145637424e-12
0.6222093023255814,M11_0,-0.3547501893335073,-0.35475018934268626,-0.35475018934268626,9.178935389542175e-12,9.178935389542175e-12
0.6222355588897224,M11_0,-0.3547205606519266,-0.3547205606519135,-0.3547205606519135,1.3100631690576847e-14,1.3100631690576847e-14
0.6222618154538635,M11_0,-0.3546908430100644,-0.3546908430008489,-0.3546908430008489,9.215517238203574e-12,9.215517238203574e-12
0.6222880720180045,M11_0,-0.35466103547088407,-0.3546610354736152,-0.3546610354736152,2.731148640577885e-12,2.731148640577885e-12
0.6223143285821455,M11_0,-0.35463113923780326,-0.3546311392350656,-0.3546311392350656,2.7376434452719423e-12,2.7376434452719423e-12
0.6223405851462865,M11_0,-0.3546011578353009,-0.3546011578445434,-0.3546011578445434,9.242495657701966e-12,9.242495657701966e-12
0.6223668417104276,M11_0,-0.3545710946335491,-0.35457109463349473,-0.35457109463349473,5.434541705540141e-14,5.434541705540141e-14
0.6223930982745687,M11_0,-0.35454095298410837,-0.3545409529753504,-0.3545409529753504,8.757994329755547e-12,8.757994329755547e-12
0.6224193548387097,M11_0,-0.3545107362558307,-0.3545107362559061,-0.3545107362559061,7.543965452327939e-14,7.543965452327939e-14
